# ref_src_2019_03.tsv をマルチクラスのGLAD法で品質評価した結果
# 本tsvファイルの列名は以下の通り。ただし、この行のように、「#」で始める行はコメント行。
#語彙素ID_1	語彙素読み1	語彙素1	語彙素ID_2	語彙素読み2	語彙素2	2つの語彙素が近しい意味を持つ確率
26528	トナリアワセ	隣り合わせ	26527	トナリアウ	隣り合う	0.999975
228774	アクセンチュエイティング	アクセンチュエイティング-accentuating	199370	アクセンチュア	アクセンチュア	0.902167
182607	ヨミコミ	読み込み	39455	ヨミ	読み	0.86852
264533	インターナショナライズド	インターナショナライズド-internationalized	132164	インターナショナリズム	インターナショナリズム-internationalism	0.895111
49761	カラミツク	絡み付く	136713	カラミザケ	絡み酒	0.909147
177568	イキカエラス	生き返らす	1668	イキカエル	生き返る	1.0
8376	キキヤク	聞き役	54819	キキ	聞き	0.993441
23250	ダマシウチ	騙し討ち	23252	ダマス	騙す	0.913618
212562	モウシツカワス	申し遣わす	335753	モウシヤル	申し遣る	0.999236
212005	シダレカツラ	枝垂れ桂	193442	シダレ	枝垂れ	0.952767
6712	カチボシ	勝ち星	71475	マサリ	勝り	0.942757
64992	ヒッスル	必する	6912	カナラズ	必ず	1.0
40440	リーダーシップ	リーダーシップ-leadership	86895	リーダー	リーダー-reader	0.999999
19517	スリキレル	擦り切れる	19516	スリキル	擦り切る	0.99998
19512	スリアワセ	擦り合わせ	88658	ナスリアウ	擦り合う	0.808131
19523	スリツケル	擦り付ける	89646	コスリツク	擦り付く	0.980113
19523	スリツケル	擦り付ける	89803	スリツク	擦り付く	0.935475
200228	タノシミクラス	楽しみ暮らす	237068	タノシミツイデ	楽しみ序で	0.989272
200203	イカシソダテル	生かし育てる	200205	イカシハグクム	生かし育む	0.999651
86120	プロモーター	プロモーター-promoter	187333	プロモ	プロモ	0.992253
39441	ヨビツケル	呼び付ける	221127	ヨビツケ	呼び付け	0.998351
82913	コーチャー	コーチャー-coacher	13301	コーチ	コーチ-coach	0.939325
82969	コンディショナル	コンディショナル-conditional	13223	コンディション	コンディション-condition	0.999974
36412	ミスプリント	ミスプリント-misprint	36411	ミスプリ	ミスプリ	0.992845
68192	マチアワセル	待ち合わせる	89273	マチアウ	待ち合う	0.999905
67978	ヤキツケル	焼き付ける	38129	ヤキツク	焼き付く	1.0
666	アジャンクション	アジャンクション-adjunction	309565	アジャンクト	アジャンクト	0.9431
5532	オートマチック	オートマチック-automatic	43834	オート	オート-auto	0.929055
207047	ノミタベル	飲み食べる	63088	ノミマワス	飲み回す	0.953331
90861	フレアワス	触れ合わす	33190	フレアイ	触れ合い	0.999749
41691	サブカルチャー	サブカルチャー-subculture	120825	サブカル	サブカル-subculture	1.0
220873	ビクトリアニズム	ビクトリアニズム-victorianism	83798	ビクトリアン	ビクトリアン-Victorian	0.972021
96701	チアゾリジン	チアゾリジン	254171	チアゾリ	チアゾリ	0.801245
172923	オドリハネル	踊り跳ねる	241768	オドリススム	踊り進む	0.866216
131995	アマチュアリズム	アマチュアリズム-amateurism	1009	アマチュア	アマチュア-amateur	0.989047
301791	ムラガリカサナル	群がり重なる	90337	ムラガリタツ	群がり立つ	0.863613
30221	ハリアワセル	張り合わせる	225023	ハリアワス	張り合わす	0.999976
173363	カイササエル	買い支える	5951	カウ	買う	0.98089
103836	オドリイデル	躍り出でる	5109	オドリデル	躍り出る	0.880699
174684	アズケカエル	預け替える	251839	アズケガエ	預け替え	1.0
174734	ムカイアワセル	向かい合わせる	193422	ムカイアイ	向かい合い	0.841017
174734	ムカイアワセル	向かい合わせる	224327	ムカイナナメ	向かい斜め	0.900005
174755	タチウゴク	立ち動く	196923	タチ	立ち	0.940402
218166	ササエボウ	支え棒	47925	カウ	支う	0.93345
86730	マンネリズム	マンネリズム-mannerism	103247	マンネリ	マンネリ-mannerism	0.999117
171711	ムスビアワセル	結び合わせる	92628	ムスビアウ	結び合う	0.928472
171711	ムスビアワセル	結び合わせる	90208	ムスビアワス	結び合わす	0.801864
171596	ヌイアワセル	縫い合わせる	87267	ヌイツケル	縫い付ける	0.991271
171571	コスリアワセル	擦り合わせる	89804	スリアワス	擦り合わす	0.8128
171571	コスリアワセル	擦り合わせる	19512	スリアワセ	擦り合わせ	0.996571
173516	アレウゴク	荒れ動く	1108	アライ	荒い	0.956207
174708	キマリコトバ	決まり言葉	8818	キマリ	決まり	0.999402
175499	カコイバ	囲い場	6324	カコウ	囲う	0.867012
40069	リハーサル	リハーサル-rehearsal	157245	リハ	リハ-rehabilitation	0.989217
31074	パーセンテージ	パーセンテージ-percentage	87940	パー	パー-per	0.927822
7312	カルガルシイ	軽々しい	7308	カルイ	軽い	0.916566
6266	カケアワセ	掛け合わせ	6263	カケアウ	掛け合う	0.870197
6068	カキコム	書き込む	6124	カク	書く	0.989
7274	カリイレル	借り入れる	7272	カリイレ	借り入れ	0.988611
6390	カザリモノ	飾り物	6391	カザル	飾る	0.99428
1222	アルキマワル	歩き回る	1187	アリク	歩く	0.983993
86841	ユニバーシアード	ユニバーシアード-Universiade	252184	ユニバ	ユニバ	0.989235
191038	ツキナラベル	突き並べる	63964	ツキトオル	突き通る	0.822841
195259	ホホエミカエス	微笑み返す	34801	ホホエミ	微笑み	1.0
8387	キキワケル	聞き分ける	296987	キキワク	聞き分く	0.99511
83795	ビーフステーキ	ビーフステーキ-beefsteak	43245	ビーフ	ビーフ-beef	0.906329
89886	コギヌケル	漕ぎ抜ける	138037	コギ	漕ぎ	0.925394
89864	キエカカル	消え掛かる	209088	ケシ	消し	0.889572
10243	クックブック	クックブック-cookbook	132744	クック	クック-cook	0.917739
102002	プロフェッショナリズム	プロフェッショナリズム-professionalism	33799	プロフェッショナル	プロフェッショナル-professional	0.908015
253221	メルカプトベンゾチアゾール	メルカプトベンゾチアゾール-mercaptobenzothiazole	249781	メルカプトエチル	メルカプトエチル-mercaptoethyl	0.921497
243306	ツミアワセル	積み合わせる	199831	ツミアワス	積み合わす	0.913101
90416	シズミカケル	沈み掛ける	15359	シズム	沈む	0.865104
281368	ティアドロップ	ティアドロップ-teardrop	281375	ティア	ティア-tia	0.949169
90507	ヤブリステル	破り捨てる	38405	ヤブレ	破れ	0.809883
90756	カセギタメル	稼ぎ溜める	138436	カセギダス	稼ぎ出す	0.996676
90870	トビイデル	飛び出でる	195387	トビサキ	飛び先	0.880856
28738	ヌリカエル	塗り替える	228730	ヌリカエ	塗り替え	0.986581
92555	イキワカレル	生き別れる	47791	イキワカレ	生き別れ	0.993177
5019	オチコム	落ち込む	5028	オチル	落ちる	0.830038
175729	シタテアガル	仕立て上がる	15430	シタテ	仕立て	0.890756
322285	ナイアガル	綯い上がる	61889	ナウ	綯う	0.980027
90870	トビイデル	飛び出でる	26564	トビデル	飛び出る	0.99998
213113	ギガバイト	ギガバイト-gigabyte	199540	ギガ	ギガ-giga	0.999998
228656	アワセフクメル	合わせ含める	241765	アワセムスブ	合わせ結ぶ	0.942298
64083	ヒキタテル	引き立てる	31234	ヒキタツ	引き立つ	0.993085
62905	ネムリコケル	眠りこける	28906	ネムル	眠る	0.996001
6359	カサネアワセル	重ね合わせる	175164	カサネアワス	重ね合わす	0.999998
59183	タガエル	違える	23451	チガウ	違う	0.921959
35765	マチガエル	間違える	35764	マチガエ	間違え	0.997946
35540	マキツケル	巻き付ける	67863	マキツク	巻き付く	0.882489
194875	ヨロメキアルク	蹌踉き歩く	193690	ヨロメキ	蹌踉き	0.952696
133797	テレコミュニケーション	テレコミュニケーション-telecommunications	224189	テレコミ	テレコミ-telecommunication	0.999863
208996	ウタイコメル	歌い込める	180034	ウタイコム	歌い込む	0.999651
31261	ヒキヨセル	引き寄せる	198012	ヒキヨセ	引き寄せ	0.999994
206294	カキナゾル	書きなぞる	6124	カク	書く	0.993056
20569	センチメートル	センチメートル	83321	センチ	センチ-centimetre	0.997344
206600	オロカゴト	愚か事	5377	オロカ	愚か	0.899399
236362	ボカシガラ	暈かし柄	66970	ボカシ	暈し	0.880535
92832	クイヤブル	食い破る	10009	クイ	食い	0.826778
212480	オリススメル	織り進める	199615	オリススム	織り進む	0.999905
8374	キキメ	利き目	8396	キク	利く	0.953103
82512	アナクロニズム	アナクロニズム-anachronism	890	アナクロ	アナクロ-anachronism	0.994751
193333	スレアイ	擦れ合い	62270	ナスル	擦る	0.916781
37601	モウシデル	申し出る	37600	モウシデ	申し出	0.931387
38222	ヤケダス	焼け出す	38149	ヤク	焼く	0.879395
173704	カネアワセル	兼ね合わせる	6929	カネアイ	兼ね合い	0.917644
198051	ソダテオヤ	育て親	29626	ハグクム	育む	0.884872
133925	トランスポーテーション	トランスポーテーション-transportation	206596	トランスポート	トランスポート	0.999948
45687	エロチック	エロチック-erotic	71033	エロ	エロ-erotic	1.0
222678	アクティベーター	アクティベーター-activator	222074	アクティ	アクティ	0.853183
63838	ツカミドリ	掴み取り	24474	ツカム	掴む	0.967846
63270	ハガイジメ	羽交い締め	63268	ハガイ	羽交い	0.966192
24499	ツキササル	突き刺さる	24500	ツキサス	突き刺す	0.889288
24456	ツカイワケル	使い分ける	24455	ツカイワケ	使い分け	0.882887
335621	ヒッコマセル	引っ込ませる	64966	ヒッコミ	引っ込み	0.83467
33797	プロフィール	プロフィール-profile	183286	プロフ	プロフ-profile	0.976075
180023	サキイデル	咲き出でる	89671	サキデル	咲き出る	0.902199
271787	コンプリーティッド	コンプリーティッド-completed	44000	コンプリート	コンプリート-complete	0.994918
90188	ツツキダス	突き出す	24539	ツク	突く	0.939796
90119	スリダス	擦り出す	62270	ナスル	擦る	0.936741
90006	モウシダス	申し出す	37600	モウシデ	申し出	0.913793
25820	データーベース	データーベース-database	25819	データ	データ-data	0.931912
25838	トイアワセル	問い合わせる	25837	トイアワセ	問い合わせ	0.921305
259541	カケフダ	賭け札	6261	カケ	賭け	0.949854
223832	スリアワサル	擦り合わさる	19512	スリアワセ	擦り合わせ	0.991677
223915	ハガシウバウ	剥がし奪う	29624	ハグ	剥ぐ	0.903463
41265	ワズラワシイ	煩わしい	70263	ワズラワス	煩わす	0.8959
191792	タタキマワス	叩き回す	22322	タタキ	叩き	0.940952
132517	カバーリング	カバーリング-covering	6986	カバー	カバー-cover	0.997446
137249	オシテ	押し手	4914	オシ	押し	0.991387
306366	シイレチョウ	仕入れ帳	14984	シイレ	仕入れ	0.9636
29242	ノリアゲル	乗り上げる	93602	ノリアゲ	乗り上げ	0.828963
29244	ノリイレル	乗り入れる	29243	ノリイレ	乗り入れ	1.0
23086	ダイヤモンド	ダイヤモンド-diamond	23083	ダイヤ	ダイヤ-diagram	0.999998
23085	ダイヤグラム	ダイヤグラム-diagram	23083	ダイヤ	ダイヤ-diagram	0.98441
229603	カエシグチ	返し口	5964	カエシ	返し	0.918592
191543	サグリアルク	探り歩く	13941	サガス	探す	0.844412
191538	フリミダレル	振り乱れる	65662	フリミダス	振り乱す	0.983084
25128	テクノロジー	テクノロジー-technology	25126	テクノ	テクノ-techno	0.853569
24920	ティーンエージャー	ティーンエージャー-teenager	43714	ティーン	ティーン-teen	0.999913
258052	マクリイレル	捲り入れる	198290	マクレ	捲れ	0.986955
41331	ワライゴエ	笑い声	41336	ワラウ	笑う	0.996732
83322	センチメンタリスト	センチメンタリスト-sentimentalist	83321	センチ	センチ-centimetre	0.885546
89243	トドケイデル	届け出でる	60820	トドケイデ	届け出で	0.989839
89288	コイモトメル	恋い求める	52566	コウ	恋う	0.828458
203914	ツキイデル	突き出でる	24514	ツキデル	突き出る	0.822868
203969	ノサバリイデル	のさばり出でる	88193	ノサバリデル	のさばり出る	0.841567
235946	エロチズム	エロチズム-erotism	71033	エロ	エロ-erotic	0.99989
89432	ドナリタテル	怒鳴り立てる	87928	ドナリアイ	怒鳴り合い	0.940195
31050	パンケーキ	パンケーキ-pancake	88083	パン	パン-pan（撮影技法）	0.992035
38511	ヤメル	止める	203677	ドドメ	止め	0.968647
37497	メルシー	メルシー-merci	213503	メルシ	メルシ	0.911115
37597	モウシソエル	申し添える	198067	モウシソエ	申し添え	0.999986
83061	シーサイド	シーサイド-seaside	93123	シー	シー-sea	0.934163
83199	スケジューリング	スケジューリング-scheduling	19139	スケジュール	スケジュール-schedule	0.952618
199237	オシエツグ	教え継ぐ	4921	オシエ	教え	0.853654
49330	カンヅク	感付く	7640	カンジ	感じ	0.942335
49792	カリイレル	刈り入れる	7273	カリイレ	刈り入れ	0.975033
175528	アズカリウケル	預かり受ける	46750	アズカリ	預かり	0.995268
223832	スリアワサル	擦り合わさる	332494	スリアウ	擦り合う	0.999959
179329	エロサイト	エロサイト	71033	エロ	エロ-erotic	0.99646
179136	ミドリ	見取り	36920	ミル	見る	0.98687
90797	カラマリアウ	絡まり合う	193293	カラマリ	絡まり	0.999209
905	アニメーション	アニメーション-animation	904	アニメ	アニメ-animation	0.999996
